year,month,day,hour,minute,velocidad_viento@98m,direccion_viento@98m,temperatura,humedad_relativa,presion
2008,1,1,6,0,9.22,79.9,25.1,97.4,1012.591
2008,1,1,7,0,9.0,81.7,24.9,97.7,1012.096
2008,1,1,8,0,9.01,80.3,24.5,97.8,1012.017
2008,1,1,9,0,9.56,80.6,24.3,97.8,1012.234
2008,1,1,10,0,8.67,82.3,24.5,97.5,1012.905
2008,1,1,11,0,8.84,87.5,24.5,97.3,1013.679
2008,1,1,12,0,8.41,91.6,24.6,97.4,1014.438
2008,1,1,13,0,8.17,97.2,24.8,97.2,1015.044
2008,1,1,14,0,8.36,98.2,25.3,96.5,1015.471
2008,1,1,15,0,8.28,96.7,25.4,96.2,1015.485
2008,1,1,16,0,8.53,95.3,25.1,96.5,1015.342
2008,1,1,17,0,8.61,95.2,24.9,96.5,1014.616
2008,1,1,18,0,8.27,94.1,25.3,96.0,1013.541
2008,1,1,19,0,7.77,88.8,25.5,95.8,1012.641
2008,1,1,20,0,7.5,81.2,25.6,95.7,1012.248
2008,1,1,21,0,7.62,73.7,25.6,95.8,1011.884
2008,1,1,22,0,7.58,69.7,25.6,96.0,1011.869
2008,1,1,23,0,8.27,67.3,25.6,96.0,1012.378
2008,1,2,0,0,8.74,66.4,25.6,96.2,1012.48
2008,1,2,1,0,8.74,67.1,25.6,96.3,1013.066
2008,1,2,2,0,8.71,68.5,25.7,96.1,1013.458
2008,1,2,3,0,9.18,72.9,25.7,96.0,1013.788
2008,1,2,4,0,9.54,76.5,25.7,96.0,1013.662
2008,1,2,5,0,9.29,78.0,25.5,96.0,1013.474
2008,1,2,6,0,9.07,78.9,25.5,95.7,1012.924
2008,1,2,7,0,8.74,80.2,25.5,95.7,1012.256
2008,1,2,8,0,8.53,80.2,25.4,95.6,1012.143
2008,1,2,9,0,8.36,79.2,25.3,95.6,1012.054
2008,1,2,10,0,7.39,80.9,25.2,96.1,1012.829
2008,1,2,11,0,7.17,83.6,25.2,96.0,1012.889
2008,1,2,12,0,7.31,84.9,24.8,96.7,1013.798
2008,1,2,13,0,7.44,84.5,24.7,96.5,1014.684
2008,1,2,14,0,7.31,85.2,24.6,96.6,1015.209
2008,1,2,15,0,7.48,85.5,24.6,96.8,1015.608
2008,1,2,16,0,8.09,82.0,24.4,96.9,1014.982
2008,1,2,17,0,8.37,79.1,24.2,97.3,1014.319
2008,1,2,18,0,8.53,77.2,24.5,97.0,1013.212
2008,1,2,19,0,8.74,73.0,24.7,96.4,1012.33
2008,1,2,20,0,8.86,68.0,24.7,96.5,1012.032
2008,1,2,21,0,8.99,64.0,24.8,96.3,1012.173
2008,1,2,22,0,8.58,65.1,25.0,96.0,1012.442
2008,1,2,23,0,8.58,66.3,25.2,95.6,1013.113
2008,1,3,0,0,8.75,67.0,25.3,95.3,1013.148
2008,1,3,1,0,8.6,66.2,25.4,95.0,1013.815
2008,1,3,2,0,8.51,65.3,25.5,94.7,1014.183
2008,1,3,3,0,8.39,66.2,25.6,94.5,1014.277
2008,1,3,4,0,8.49,67.8,25.6,94.5,1014.519
2008,1,3,5,0,8.47,67.6,25.4,94.6,1014.336
2008,1,3,6,0,8.38,64.0,25.3,94.2,1014.336
2008,1,3,7,0,8.28,60.4,25.1,93.7,1013.646
2008,1,3,8,0,8.05,57.9,25.0,93.4,1013.816
2008,1,3,9,0,7.8,58.3,24.9,93.0,1013.898
2008,1,3,10,0,6.23,55.1,25.0,91.9,1013.978
2008,1,3,11,0,5.99,57.8,25.1,91.7,1014.809
2008,1,3,12,0,5.89,62.3,25.3,91.5,1015.287
2008,1,3,13,0,5.88,64.3,25.4,91.7,1016.151
2008,1,3,14,0,5.8,64.8,25.6,91.8,1016.844
2008,1,3,15,0,5.74,66.0,25.6,92.2,1016.652
2008,1,3,16,0,5.57,66.3,25.7,92.8,1016.611
2008,1,3,17,0,5.19,65.3,25.7,93.3,1016.068
2008,1,3,18,0,5.05,61.1,25.7,93.6,1015.033
2008,1,3,19,0,5.33,54.8,25.7,94.0,1014.097
2008,1,3,20,0,5.86,49.8,25.7,94.0,1013.362
2008,1,3,21,0,6.47,48.2,25.6,94.4,1013.066
2008,1,3,22,0,5.58,37.6,25.5,95.0,1013.546
2008,1,3,23,0,5.27,39.5,25.4,95.3,1014.107
2008,1,4,0,0,5.3,36.5,25.5,95.1,1014.729
2008,1,4,1,0,5.66,34.9,25.5,95.0,1015.184
2008,1,4,2,0,6.15,37.4,25.6,95.1,1015.902
2008,1,4,3,0,6.56,44.7,25.6,95.4,1016.375
2008,1,4,4,0,7.16,51.6,25.5,95.8,1016.002
2008,1,4,5,0,8.4,57.2,25.3,95.9,1015.691
2008,1,4,6,0,9.11,59.0,24.9,96.2,1015.091
2008,1,4,7,0,9.29,61.5,24.2,97.1,1014.483
2008,1,4,8,0,9.62,64.9,23.7,97.3,1014.443
2008,1,4,9,0,9.81,70.7,23.5,97.6,1014.346
2008,1,4,10,0,9.84,71.4,23.8,97.3,1014.753
2008,1,4,11,0,9.69,72.6,23.4,97.9,1015.234
2008,1,4,12,0,8.88,74.5,23.7,97.8,1016.137
2008,1,4,13,0,8.66,74.5,24.2,97.2,1016.651
2008,1,4,14,0,9.34,75.9,24.6,96.6,1017.304
2008,1,4,15,0,9.3,75.0,24.9,95.9,1017.144
2008,1,4,16,0,9.27,73.6,25.4,95.2,1016.702
2008,1,4,17,0,9.14,73.1,25.7,94.6,1016.089
2008,1,4,18,0,9.22,71.7,25.7,94.2,1014.801
2008,1,4,19,0,9.4,69.5,25.7,94.1,1014.019
2008,1,4,20,0,9.51,66.9,25.8,94.0,1013.382
2008,1,4,21,0,9.55,64.6,25.8,93.5,1013.155
2008,1,4,22,0,9.05,63.5,25.9,93.5,1013.496
2008,1,4,23,0,9.28,63.6,25.9,93.7,1013.799
2008,1,5,0,0,9.43,63.7,25.8,93.9,1014.231
2008,1,5,1,0,9.46,66.5,25.8,93.9,1015.232
2008,1,5,2,0,9.28,69.0,25.9,93.7,1015.347
2008,1,5,3,0,9.13,72.4,25.9,93.8,1015.704
2008,1,5,4,0,9.22,75.3,25.9,93.7,1015.258
2008,1,5,5,0,9.49,78.3,25.8,93.9,1015.081
2008,1,5,6,0,9.46,82.0,25.7,93.9,1014.476
2008,1,5,7,0,9.53,84.4,25.6,94.0,1013.891
2008,1,5,8,0,9.62,85.9,25.5,94.3,1013.849
2008,1,5,9,0,9.7,87.0,25.3,94.5,1013.762
2008,1,5,10,0,8.52,85.6,25.4,94.2,1014.154
2008,1,5,11,0,8.42,89.0,25.4,94.3,1014.566
2008,1,5,12,0,8.26,90.9,25.3,94.5,1015.194
2008,1,5,13,0,8.23,90.8,25.3,94.8,1015.848
2008,1,5,14,0,8.25,90.1,25.3,95.1,1016.118
2008,1,5,15,0,8.53,88.4,25.3,95.2,1016.138
2008,1,5,16,0,8.66,86.3,25.3,95.0,1015.853
2008,1,5,17,0,8.84,84.1,25.4,95.1,1015.07
2008,1,5,18,0,9.08,81.6,25.3,95.3,1013.843
2008,1,5,19,0,9.17,77.2,25.3,95.5,1012.823
2008,1,5,20,0,9.53,72.8,25.3,95.7,1012.085
2008,1,5,21,0,9.86,69.9,25.3,95.9,1012.059
2008,1,5,22,0,9.28,70.1,25.2,96.3,1012.047
2008,1,5,23,0,9.43,70.3,25.3,96.1,1012.775
2008,1,6,0,0,9.71,71.9,25.5,95.8,1012.91
2008,1,6,1,0,9.99,74.6,25.7,95.4,1013.557
2008,1,6,2,0,9.69,76.3,25.7,95.2,1014.08
2008,1,6,3,0,9.47,78.4,25.7,95.3,1014.022
2008,1,6,4,0,9.34,80.1,25.6,95.6,1013.965
2008,1,6,5,0,9.09,81.3,25.6,95.6,1013.647
2008,1,6,6,0,8.72,81.8,25.5,95.7,1013.372
2008,1,6,7,0,8.71,82.0,25.4,95.8,1012.983
2008,1,6,8,0,8.71,82.4,25.3,95.9,1012.674
2008,1,6,9,0,8.88,83.8,25.3,95.9,1012.814
2008,1,6,10,0,8.02,84.8,25.1,96.3,1013.092
2008,1,6,11,0,8.04,84.7,25.1,96.2,1013.436
2008,1,6,12,0,8.01,84.1,25.2,96.1,1014.118
2008,1,6,13,0,7.84,82.0,25.3,96.0,1014.864
2008,1,6,14,0,8.06,80.2,25.3,96.0,1015.411
2008,1,6,15,0,9.09,80.0,25.3,96.1,1015.539
2008,1,6,16,0,9.6,79.5,25.3,96.3,1015.238
2008,1,6,17,0,9.4,79.5,25.2,96.5,1014.557
2008,1,6,18,0,8.74,75.7,25.1,96.8,1013.381
2008,1,6,19,0,8.6,73.5,25.1,96.8,1012.333
2008,1,6,20,0,8.84,72.2,25.1,96.7,1011.622
2008,1,6,21,0,9.01,70.7,25.1,96.8,1011.433
2008,1,6,22,0,8.47,68.0,25.0,96.9,1011.911
2008,1,6,23,0,8.7,67.4,25.1,96.7,1012.142
2008,1,7,0,0,9.32,67.7,25.2,96.4,1012.676
2008,1,7,1,0,9.59,69.6,25.2,96.3,1013.481
2008,1,7,2,0,9.51,72.3,25.2,96.3,1013.884
2008,1,7,3,0,9.28,74.4,25.2,96.3,1014.424
2008,1,7,4,0,8.94,75.9,25.1,96.6,1014.268
2008,1,7,5,0,9.09,78.7,25.0,96.7,1013.938
2008,1,7,6,0,9.07,82.2,24.8,97.0,1013.598
2008,1,7,7,0,9.13,84.1,24.4,97.4,1012.838
2008,1,7,8,0,9.18,85.4,24.2,97.6,1012.767
2008,1,7,9,0,9.2,85.7,24.3,97.4,1012.612
2008,1,7,10,0,8.97,88.9,24.7,96.8,1012.792
2008,1,7,11,0,9.33,90.5,24.8,96.6,1013.171
2008,1,7,12,0,9.44,91.5,25.0,96.0,1013.971
2008,1,7,13,0,9.38,92.6,25.2,95.7,1014.346
2008,1,7,14,0,9.22,93.8,25.3,95.8,1014.912
2008,1,7,15,0,8.83,93.2,25.4,95.5,1014.982
2008,1,7,16,0,8.22,88.6,25.5,95.2,1014.467
2008,1,7,17,0,8.04,82.5,25.6,95.4,1013.762
2008,1,7,18,0,7.82,75.2,25.6,95.5,1012.731
2008,1,7,19,0,7.83,69.3,25.5,96.0,1011.63
2008,1,7,20,0,8.02,66.3,25.5,96.0,1011.241
2008,1,7,21,0,8.52,63.9,25.4,96.3,1010.942
2008,1,7,22,0,7.59,62.4,25.5,96.4,1011.287
2008,1,7,23,0,7.4,62.4,25.5,96.1,1011.776
2008,1,8,0,0,7.5,61.8,25.5,95.8,1012.626
2008,1,8,1,0,7.65,60.7,25.6,95.7,1013.267
2008,1,8,2,0,8.1,60.7,25.6,95.6,1013.856
2008,1,8,3,0,8.37,62.9,25.5,95.5,1014.057
2008,1,8,4,0,8.49,65.5,25.4,95.6,1013.902
2008,1,8,5,0,8.4,69.8,25.4,95.5,1013.744
2008,1,8,6,0,8.53,72.7,25.2,95.7,1013.614
2008,1,8,7,0,8.39,72.6,25.1,95.8,1012.968
2008,1,8,8,0,8.48,74.4,25.1,95.7,1012.642
2008,1,8,9,0,8.46,76.1,25.1,95.6,1012.569
2008,1,8,10,0,7.98,78.7,25.4,95.0,1012.526
2008,1,8,11,0,7.75,79.0,25.4,94.6,1012.777
2008,1,8,12,0,7.56,80.7,25.5,94.4,1013.666
2008,1,8,13,0,6.98,83.0,25.6,94.3,1014.501
2008,1,8,14,0,6.67,82.8,25.6,94.7,1014.776
2008,1,8,15,0,6.71,82.3,25.6,94.9,1014.644
2008,1,8,16,0,6.76,82.6,25.6,94.7,1014.449
2008,1,8,17,0,6.96,81.6,25.6,94.7,1013.921
2008,1,8,18,0,6.87,79.6,25.6,94.9,1012.633
2008,1,8,19,0,6.82,76.0,25.5,95.0,1011.762
2008,1,8,20,0,6.92,69.9,25.5,95.2,1011.398
2008,1,8,21,0,6.95,64.2,25.5,95.3,1010.781
2008,1,8,22,0,6.58,62.1,25.5,95.3,1010.924
2008,1,8,23,0,6.51,62.5,25.5,95.3,1011.076
2008,1,9,0,0,6.58,63.4,25.5,95.3,1011.852
2008,1,9,1,0,6.37,65.4,25.5,95.4,1011.944
2008,1,9,2,0,6.49,67.1,25.6,95.2,1012.742
2008,1,9,3,0,6.72,71.0,25.6,95.0,1012.874
2008,1,9,4,0,6.63,73.8,25.4,95.3,1012.744
2008,1,9,5,0,6.54,76.1,25.3,95.3,1012.648
2008,1,9,6,0,6.56,77.0,25.2,95.3,1012.128
2008,1,9,7,0,6.69,76.3,25.1,95.5,1011.357
2008,1,9,8,0,6.81,76.1,24.9,95.6,1011.093
2008,1,9,9,0,7.0,76.3,24.7,96.0,1011.233
2008,1,9,10,0,6.76,77.5,24.9,95.7,1011.273
2008,1,9,11,0,6.86,77.6,24.8,95.8,1011.412
2008,1,9,12,0,6.83,78.1,24.8,95.8,1012.287
2008,1,9,13,0,6.71,78.9,25.0,95.6,1013.003
2008,1,9,14,0,6.79,79.9,24.6,96.6,1013.266
2008,1,9,15,0,6.8,78.6,24.8,96.5,1013.406
2008,1,9,16,0,6.57,76.3,25.0,96.1,1013.238
2008,1,9,17,0,6.38,73.9,25.2,95.8,1012.591
2008,1,9,18,0,6.16,72.5,25.2,95.8,1011.615
2008,1,9,19,0,6.15,67.3,25.2,95.8,1010.642
2008,1,9,20,0,6.42,60.5,25.2,96.1,1010.172
2008,1,9,21,0,6.81,55.9,25.2,96.0,1009.85
2008,1,9,22,0,6.32,52.2,25.2,95.7,1009.826
2008,1,9,23,0,6.29,51.3,25.2,95.5,1010.348
2008,1,10,0,0,6.63,51.1,25.3,95.2,1010.374
2008,1,10,1,0,6.73,51.7,25.3,95.2,1011.094
2008,1,10,2,0,6.89,55.5,25.3,95.2,1012.028
2008,1,10,3,0,6.88,58.1,25.2,95.3,1012.261
2008,1,10,4,0,6.77,60.1,25.1,95.5,1012.167
2008,1,10,5,0,6.75,61.2,24.9,95.9,1012.155
2008,1,10,6,0,6.66,61.1,24.8,96.0,1011.474
2008,1,10,7,0,6.54,60.6,24.6,96.3,1010.812
2008,1,10,8,0,6.38,61.4,24.5,96.4,1010.567
2008,1,10,9,0,6.35,64.4,24.5,96.5,1010.391
2008,1,10,10,0,5.96,67.9,25.1,94.9,1010.95
2008,1,10,11,0,5.67,70.9,25.1,94.9,1011.011
2008,1,10,12,0,5.46,72.8,25.1,94.8,1011.846
2008,1,10,13,0,5.41,72.6,25.3,94.6,1012.986
2008,1,10,14,0,5.69,70.7,25.3,94.6,1013.571
2008,1,10,15,0,5.95,69.6,25.4,94.6,1013.564
2008,1,10,16,0,6.08,71.4,25.4,94.5,1013.236
2008,1,10,17,0,6.06,71.0,25.5,94.5,1012.231
2008,1,10,18,0,6.1,68.1,25.5,94.5,1011.182
2008,1,10,19,0,6.22,65.6,25.4,94.7,1010.233
2008,1,10,20,0,6.32,62.4,25.3,95.0,1009.565
2008,1,10,21,0,6.49,57.1,25.3,95.1,1009.462
2008,1,10,22,0,6.22,57.5,25.3,94.9,1009.999
2008,1,10,23,0,6.33,56.3,25.3,94.8,1010.444
2008,1,11,0,0,6.7,55.6,25.3,94.6,1010.969
2008,1,11,1,0,7.17,53.7,25.4,94.5,1011.243
2008,1,11,2,0,7.3,56.1,25.4,94.5,1011.989
2008,1,11,3,0,7.29,60.6,25.3,94.6,1012.151
2008,1,11,4,0,7.16,65.1,25.2,94.8,1012.118
2008,1,11,5,0,7.04,68.3,25.1,95.0,1011.848
2008,1,11,6,0,6.77,71.0,25.0,95.1,1011.249
2008,1,11,7,0,6.48,74.3,24.9,95.1,1010.659
2008,1,11,8,0,6.34,78.2,24.9,95.0,1010.384
2008,1,11,9,0,6.32,80.8,24.9,95.0,1010.568
2008,1,11,10,0,6.06,84.8,24.9,94.8,1010.709
2008,1,11,11,0,5.82,87.3,25.0,94.7,1011.254
2008,1,11,12,0,5.74,87.4,25.1,94.5,1011.815
2008,1,11,13,0,5.8,87.7,25.1,94.3,1012.741
2008,1,11,14,0,5.99,86.2,25.2,94.5,1013.489
2008,1,11,15,0,6.15,85.4,25.3,94.4,1013.445
2008,1,11,16,0,6.09,85.6,25.4,94.2,1013.48
2008,1,11,17,0,5.86,84.0,25.4,94.3,1012.526
2008,1,11,18,0,5.95,78.2,25.4,94.5,1011.481
2008,1,11,19,0,6.15,73.1,25.3,94.7,1010.642
2008,1,11,20,0,6.33,68.9,25.2,95.0,1009.814
2008,1,11,21,0,6.49,65.7,25.2,94.9,1009.376
2008,1,11,22,0,6.11,68.1,25.2,95.1,1009.922
2008,1,11,23,0,6.1,67.7,25.3,94.8,1010.245
2008,1,12,0,0,6.33,65.9,25.3,94.7,1010.709
2008,1,12,1,0,6.82,66.6,25.4,94.6,1011.176
2008,1,12,2,0,7.14,66.0,25.4,94.5,1011.598
2008,1,12,3,0,7.44,65.4,25.3,94.6,1011.551
2008,1,12,4,0,7.47,65.8,25.3,94.7,1011.273
2008,1,12,5,0,7.56,66.8,25.2,94.8,1010.983
2008,1,12,6,0,7.5,69.5,25.1,95.1,1010.666
2008,1,12,7,0,7.52,73.1,25.0,95.0,1010.632
2008,1,12,8,0,7.61,74.0,25.0,95.1,1010.648
2008,1,12,9,0,7.6,73.2,25.0,95.0,1010.847
2008,1,12,10,0,6.89,76.2,24.9,95.2,1011.262
2008,1,12,11,0,6.82,78.4,24.9,95.3,1011.443
2008,1,12,12,0,6.6,80.5,24.9,95.2,1011.931
2008,1,12,13,0,6.72,83.5,25.0,95.2,1013.007
2008,1,12,14,0,6.81,84.8,24.7,96.1,1013.416
2008,1,12,15,0,7.04,83.3,24.8,96.2,1013.306
2008,1,12,16,0,7.35,80.7,24.9,96.1,1012.686
2008,1,12,17,0,7.74,79.3,25.1,95.9,1011.866
2008,1,12,18,0,7.92,77.9,25.0,96.0,1010.962
2008,1,12,19,0,8.11,74.8,25.0,96.2,1010.049
2008,1,12,20,0,8.12,71.6,25.0,96.3,1009.403
2008,1,12,21,0,7.88,69.3,25.0,96.3,1009.4
2008,1,12,22,0,7.21,66.0,25.2,96.0,1009.318
2008,1,12,23,0,7.44,64.4,25.3,95.9,1010.002
2008,1,13,0,0,8.3,64.5,25.3,95.8,1009.967
2008,1,13,1,0,8.8,66.4,25.4,95.8,1010.542
2008,1,13,2,0,9.04,67.8,25.4,95.8,1010.902
2008,1,13,3,0,9.09,70.0,25.4,95.8,1011.104
2008,1,13,4,0,8.65,72.8,25.4,95.9,1011.01
2008,1,13,5,0,8.44,75.2,25.3,95.9,1010.905
2008,1,13,6,0,7.91,77.6,25.1,96.2,1010.31
2008,1,13,7,0,7.95,80.4,24.6,96.7,1009.902
2008,1,13,8,0,8.33,83.2,24.6,96.8,1009.838
2008,1,13,9,0,8.55,83.7,24.9,96.1,1009.786
2008,1,13,10,0,7.96,84.2,25.0,95.9,1010.126
2008,1,13,11,0,8.09,83.7,24.6,96.8,1010.709
2008,1,13,12,0,8.09,83.0,24.5,97.1,1011.474
2008,1,13,13,0,8.28,82.9,24.8,96.6,1012.379
2008,1,13,14,0,8.45,82.3,24.9,96.5,1012.766
2008,1,13,15,0,8.48,82.3,24.9,96.7,1012.709
2008,1,13,16,0,8.39,81.8,25.0,96.5,1012.92
2008,1,13,17,0,8.1,80.2,25.2,95.9,1011.829
2008,1,13,18,0,7.89,75.8,25.3,96.1,1010.949
2008,1,13,19,0,8.28,72.7,25.1,96.6,1009.991
2008,1,13,20,0,8.52,70.4,25.1,96.6,1009.473
2008,1,13,21,0,8.65,65.5,25.1,96.8,1009.384
2008,1,13,22,0,8.16,65.8,25.2,96.9,1009.989
2008,1,13,23,0,8.45,65.6,25.2,96.9,1010.418
2008,1,14,0,0,8.6,66.8,25.3,96.8,1010.913
2008,1,14,1,0,8.46,69.1,25.4,96.6,1011.751
2008,1,14,2,0,8.19,72.1,25.4,96.6,1012.428
2008,1,14,3,0,8.21,73.6,25.3,96.9,1012.389
2008,1,14,4,0,8.16,75.0,25.2,97.1,1012.219
2008,1,14,5,0,8.27,77.7,25.1,97.2,1012.208
2008,1,14,6,0,8.25,80.8,25.0,97.3,1011.914
2008,1,14,7,0,8.18,81.4,24.9,97.5,1011.181
2008,1,14,8,0,8.07,81.2,24.9,97.5,1011.118
2008,1,14,9,0,8.55,82.7,24.9,97.4,1010.746
2008,1,14,10,0,7.64,82.7,25.3,96.0,1011.493
2008,1,14,11,0,7.71,85.6,25.3,96.1,1011.78
2008,1,14,12,0,7.87,86.5,25.3,96.3,1012.902
2008,1,14,13,0,8.22,85.2,25.4,96.2,1013.409
2008,1,14,14,0,7.71,81.8,25.6,96.4,1013.678
2008,1,14,15,0,7.51,77.8,25.7,96.3,1013.671
2008,1,14,16,0,7.37,74.9,25.8,96.3,1013.018
2008,1,14,17,0,7.48,74.9,25.7,96.5,1012.506
2008,1,14,18,0,7.63,73.5,25.7,96.6,1011.386
2008,1,14,19,0,7.52,68.1,25.6,96.7,1010.28
2008,1,14,20,0,8.28,64.9,25.5,96.8,1009.521
2008,1,14,21,0,8.89,63.9,25.6,96.8,1009.731
2008,1,14,22,0,8.63,67.3,25.4,97.1,1009.681
2008,1,14,23,0,8.67,64.9,25.4,97.1,1009.775
2008,1,15,0,0,9.25,66.6,25.4,97.0,1010.347
2008,1,15,1,0,9.27,69.7,25.5,96.9,1010.96
2008,1,15,2,0,9.18,73.0,25.5,96.9,1011.607
2008,1,15,3,0,8.73,76.0,25.4,97.0,1011.861
2008,1,15,4,0,8.05,77.1,25.4,97.2,1011.688
2008,1,15,5,0,7.83,77.7,25.4,97.2,1011.538
2008,1,15,6,0,7.77,76.8,25.3,97.2,1010.948
2008,1,15,7,0,7.72,76.7,25.2,97.3,1010.454
2008,1,15,8,0,7.93,76.7,25.1,97.4,1009.962
2008,1,15,9,0,8.73,79.6,24.8,97.7,1010.192
2008,1,15,10,0,8.61,77.6,24.4,97.8,1010.724
2008,1,15,11,0,8.08,80.6,24.4,97.7,1011.071
2008,1,15,12,0,8.17,82.9,24.5,97.4,1011.935
2008,1,15,13,0,7.93,84.4,24.8,96.8,1012.518
2008,1,15,14,0,7.91,82.2,24.9,96.7,1012.763
2008,1,15,15,0,8.15,79.5,25.0,96.5,1012.879
2008,1,15,16,0,8.42,78.6,25.0,96.7,1012.191
2008,1,15,17,0,8.45,76.1,25.1,96.7,1011.568
2008,1,15,18,0,8.49,72.2,25.0,96.8,1010.662
2008,1,15,19,0,8.69,69.3,25.2,96.7,1009.628
2008,1,15,20,0,8.62,68.1,25.2,96.7,1008.992
2008,1,15,21,0,8.69,67.5,25.3,96.7,1008.966
2008,1,15,22,0,7.76,69.1,25.1,97.3,1009.396
2008,1,15,23,0,7.79,66.7,25.2,97.2,1009.81
2008,1,16,0,0,7.93,66.8,25.3,97.1,1010.229
2008,1,16,1,0,8.26,68.2,25.4,97.0,1010.836
2008,1,16,2,0,8.1,71.3,25.4,97.0,1011.226
2008,1,16,3,0,8.15,75.1,25.4,97.1,1011.813
2008,1,16,4,0,8.15,77.3,25.2,97.5,1011.427
2008,1,16,5,0,8.0,77.6,25.0,97.7,1011.175
2008,1,16,6,0,8.11,78.6,25.0,97.7,1010.517
2008,1,16,7,0,8.55,79.7,24.9,97.7,1010.204
2008,1,16,8,0,8.78,82.2,24.8,97.8,1010.011
2008,1,16,9,0,8.71,83.7,24.8,97.8,1010.068
2008,1,16,10,0,8.51,84.1,24.8,97.9,1010.359
2008,1,16,11,0,8.4,83.3,24.7,97.7,1011.021
2008,1,16,12,0,8.61,83.7,24.7,97.3,1011.699
2008,1,16,13,0,8.54,83.7,24.7,97.2,1012.792
2008,1,16,14,0,8.41,83.3,24.9,96.9,1013.132
2008,1,16,15,0,8.15,82.0,25.2,96.4,1012.911
2008,1,16,16,0,8.23,80.4,25.3,96.2,1012.595
2008,1,16,17,0,8.15,78.8,25.4,96.2,1012.138
2008,1,16,18,0,7.9,76.2,25.5,96.2,1010.992
2008,1,16,19,0,8.09,71.3,25.5,96.3,1010.22
2008,1,16,20,0,8.57,67.2,25.4,96.4,1009.519
2008,1,16,21,0,8.87,65.6,25.4,96.3,1009.441
2008,1,16,22,0,8.64,68.8,25.3,96.0,1009.986
2008,1,16,23,0,8.38,70.4,25.3,96.0,1010.348
2008,1,17,0,0,8.55,71.7,25.4,95.8,1010.904
2008,1,17,1,0,8.56,72.1,25.4,95.8,1011.528
2008,1,17,2,0,8.73,73.1,25.4,95.8,1011.742
2008,1,17,3,0,8.72,74.6,25.4,95.8,1012.254
2008,1,17,4,0,8.75,76.6,25.4,95.9,1011.984
2008,1,17,5,0,8.59,78.5,25.4,95.8,1011.849
2008,1,17,6,0,8.4,80.5,25.3,95.8,1011.431
2008,1,17,7,0,8.76,82.6,25.2,95.8,1011.084
2008,1,17,8,0,8.93,85.6,25.2,95.8,1010.656
2008,1,17,9,0,9.24,88.2,25.1,95.9,1010.766
2008,1,17,10,0,9.02,88.9,25.3,95.3,1011.069
2008,1,17,11,0,9.17,91.1,25.3,95.5,1011.468
2008,1,17,12,0,9.15,90.7,25.4,95.3,1012.324
2008,1,17,13,0,9.34,87.5,25.5,95.2,1013.187
2008,1,17,14,0,9.76,85.0,25.6,95.1,1013.701
2008,1,17,15,0,9.81,84.3,25.6,95.3,1013.886
2008,1,17,16,0,9.83,83.8,25.5,95.4,1013.644
2008,1,17,17,0,9.62,81.2,25.5,95.5,1013.011
2008,1,17,18,0,9.08,77.5,25.5,95.5,1012.146
2008,1,17,19,0,9.15,74.7,25.5,95.7,1011.297
2008,1,17,20,0,9.36,72.9,25.5,95.7,1010.712
2008,1,17,21,0,9.46,71.8,25.4,95.9,1010.808
2008,1,17,22,0,8.81,68.6,25.5,96.0,1010.995
2008,1,17,23,0,9.25,67.9,25.6,95.9,1011.461
2008,1,18,0,0,10.45,69.6,25.6,95.6,1011.971
2008,1,18,1,0,10.89,71.5,25.6,95.7,1012.335
2008,1,18,2,0,10.66,71.8,25.6,95.8,1013.004
2008,1,18,3,0,10.37,71.2,25.6,95.7,1013.136
2008,1,18,4,0,10.13,71.6,25.7,95.5,1012.972
2008,1,18,5,0,10.09,74.2,25.6,95.5,1012.891
2008,1,18,6,0,10.02,76.8,25.6,95.5,1012.474
2008,1,18,7,0,10.02,78.2,25.6,95.5,1012.084
2008,1,18,8,0,10.09,79.6,25.6,95.4,1011.901
2008,1,18,9,0,10.15,80.7,25.5,95.5,1011.965
2008,1,18,10,0,8.73,81.6,25.3,96.0,1012.568
2008,1,18,11,0,9.24,84.5,25.3,96.0,1013.051
2008,1,18,12,0,9.85,88.8,25.0,96.5,1013.858
2008,1,18,13,0,10.29,93.5,24.8,96.7,1014.559
2008,1,18,14,0,10.4,96.2,25.0,96.4,1015.012
2008,1,18,15,0,9.69,95.6,25.1,96.2,1014.909
2008,1,18,16,0,9.4,92.9,25.2,96.1,1014.572
2008,1,18,17,0,9.05,88.0,25.3,96.0,1013.71
2008,1,18,18,0,9.01,82.1,25.5,95.9,1012.454
2008,1,18,19,0,9.26,77.7,25.4,96.2,1011.555
2008,1,18,20,0,9.75,75.7,25.4,96.4,1010.651
2008,1,18,21,0,10.07,73.7,25.4,96.5,1010.604
2008,1,18,22,0,9.61,71.3,25.5,96.6,1010.934
2008,1,18,23,0,9.88,71.2,25.6,96.4,1011.208
2008,1,19,0,0,10.25,70.9,25.6,96.3,1011.462
2008,1,19,1,0,10.23,70.6,25.6,96.4,1011.746
2008,1,19,2,0,10.48,72.5,25.6,96.4,1012.829
2008,1,19,3,0,10.17,76.0,25.6,96.4,1012.681
2008,1,19,4,0,10.44,80.5,25.6,96.2,1012.662
2008,1,19,5,0,10.68,83.3,25.5,96.2,1012.428
2008,1,19,6,0,10.2,84.1,25.4,96.4,1011.744
2008,1,19,7,0,10.16,84.1,25.3,96.5,1011.406
2008,1,19,8,0,10.24,83.7,25.2,96.6,1011.28
